Price,Close,High,Low,Open,Volume,log_return,vol_ewm_20,vol_ewm_50,p10,p90,iqr,return_ema
2015-02-20,243.7790069580078,247.1009979248047,239.2989959716797,240.25100708007807,23876700.0,0.014444690551578291,0.04683984754696796,0.056276733249657034,-0.06491143935113951,0.060037659186649786,0.1249490985377893,0.00625443598725683
2015-02-21,244.53399658203125,255.32000732421875,243.1840057373047,243.7519989013672,12284200.0,0.003092238871982713,0.04453858589625343,0.05498981686172653,-0.06491143935113951,0.060037659186649786,0.1249490985377893,0.005679470404219247
2015-02-22,235.9770050048828,246.3919982910156,233.8509979248047,244.54400634765625,19527000.0,-0.035619980715916974,0.04400180088890155,0.05425452163139804,-0.05592793914446262,0.060037659186649786,0.1159655983311124,-0.0018297413998347562
2015-02-23,238.8919982910156,240.10899353027344,232.42100524902344,235.9949951171875,16400000.0,0.012277195944320576,0.042002354935621655,0.053103372785360425,-0.04791798846356241,0.060037659186649786,0.1079556476502122,0.0007352179758095553
2015-02-24,238.7350006103516,239.9010009765625,236.4019927978516,238.9980010986328,14200400.0,-0.0006574070841030594,0.039946036368240824,0.05190668817002013,-0.04791798846356241,0.060037659186649786,0.1079556476502122,0.00048200843784208634
2015-02-25,237.47000122070312,239.33999633789065,235.52999877929688,238.88999938964844,11496200.0,-0.005312847871440109,0.03803656657245274,0.050751536879773525,-0.04791798846356241,0.060037659186649786,0.1079556476502122,-0.0005716187602662545
2015-02-26,236.42599487304688,237.7100067138672,234.2570037841797,237.3370056152344,13619400.0,-0.004406063968623295,0.036202379841541774,0.04962458490732536,-0.04791798846356241,0.060037659186649786,0.1079556476502122,-0.0012687997982981458
2015-02-27,253.8280029296875,256.65301513671875,236.43600463867188,236.43600463867188,44013900.0,0.07102164294766813,0.040547186749547645,0.05077543459944099,-0.04791798846356241,0.0631655266640263,0.11108351512758871,0.011875058697084549
2015-02-28,254.26300048828125,254.69200134277344,249.47900390625,253.5200042724609,13949300.0,0.001712282492500946,0.03859189629420549,0.049654074890976854,-0.04791798846356241,0.0631655266640263,0.11108351512758871,0.010027264914508395
2015-03-01,260.2019958496094,261.6600036621094,245.93299865722656,254.2830047607422,25213700.0,0.023089070174587865,0.03704912829026999,0.048758092903006055,-0.04421440228045512,0.0631655266640263,0.10737992894448142,0.012402155729181508
2015-03-02,275.6700134277344,276.3009948730469,258.31298828125,260.35699462890625,40465700.0,0.05774631039705618,0.038305041218680155,0.04900955625086336,-0.04421440228045512,0.0631655266640263,0.10737992894448142,0.02064659614457204
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300.0,0.021645212985012714,0.03653078679991799,0.048059826264035564,-0.04421440228045512,0.0631655266640263,0.10737992894448142,0.020828163719587615
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000.0,-0.03104098668249274,0.03725198371825427,0.047621269111660584,-0.04344380741791,0.0631655266640263,0.1066093340819363,0.011397371841506649
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400.0,0.011236844892019125,0.03543483713302287,0.046612526197675516,-0.04068177771228617,0.0631655266640263,0.10384730437631248,0.01136818502907155
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900.0,-0.012589019563885341,0.03435148300255027,0.04574278251459196,-0.04068177771228617,0.060037659186649786,0.10071943689893595,0.00701231812824544
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900.0,0.012889423033744005,0.03271435467088545,0.04479780407239203,-0.04068177771228617,0.060037659186649786,0.10071943689893595,0.008080884968797102
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900.0,-0.006926764001895432,0.03143390938733364,0.043897805840300425,-0.03755796526358323,0.060037659186649786,0.09759562445023301,0.005352216688556833
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200.0,0.05410555539115712,0.03316422419165667,0.044160257201381024,-0.03755796526358323,0.060037659186649786,0.09759562445023301,0.01421647292948803
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800.0,0.007406767027843437,0.03156220965387975,0.04322172579850482,-0.03755796526358323,0.060037659186649786,0.09759562445023301,0.012978343116315148
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900.0,0.015707453323950217,0.030058178007132234,0.042350709111045916,-0.03755796526358323,0.060037659186649786,0.09759562445023301,0.013474545453416736
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200.0,-0.006855895378802532,0.029099977744452384,0.041541159451945434,-0.03755796526358323,0.057950390101925736,0.09550835536550897,0.00977809873301004
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500.0,-0.0311121803793417,0.03025476237114828,0.04134408910436921,-0.03755796526358323,0.057950390101925736,0.09550835536550897,0.00234349770467677
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300.0,-0.01217173654759659,0.029269140746873406,0.04061011138366593,-0.03755796526358323,0.057950390101925736,0.09550835536550897,-0.0002956371974167686
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100.0,0.01586579121122526,0.028072573404625146,0.03983428833784803,-0.03755796526358323,0.05446963089174703,0.09202759615533027,0.002642805608319968
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100.0,0.01455860602341602,0.026855471423586717,0.03905664350106913,-0.03755796526358323,0.05446963089174703,0.09202759615533027,0.0048093155449794025
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200.0,-0.017664059044773035,0.0265144618147055,0.03850054351956668,-0.03755796526358323,0.04897573049024773,0.08653369575383096,0.0007232462491330126
2015-03-18,256.29901123046875,285.33599853515625,249.8699951171875,285.0669860839844,57008000.0,-0.10791478367740183,0.042026435029112075,0.043857718499852066,-0.0407317444428905,0.04897573049024773,0.08970747493313824,-0.019029127529588616
2015-03-19,260.9280090332031,264.2439880371094,248.6360015869141,255.8800048828125,52732000.0,0.017899766313779417,0.04066892673007166,0.043111722216394296,-0.03609602638249812,0.04897573049024773,0.08507175687274585,-0.012314781886935407
2015-03-20,261.7489929199219,264.8479919433594,259.1619873046875,260.9559936523437,18456700.0,0.0031414604385734918,0.03875285595943824,0.042221676478440245,-0.03609602638249812,0.04897573049024773,0.08507175687274585,-0.009504555561828405
2015-03-21,260.0249938964844,262.1960144042969,255.6499938964844,261.6440124511719,17130100.0,-0.006608245488491631,0.036869915323000664,0.04136736341752717,-0.03609602638249812,0.04897573049024773,0.08507175687274585,-0.008977953661666106
2015-03-22,267.9599914550781,269.7470092773437,259.5899963378906,259.9169921875,18438100.0,0.030059926984876507,0.03654877804061645,0.0409654975806518,-0.031562960412999226,0.04897573049024773,0.08053869090324696,-0.0018801564234527408
2015-03-23,266.739990234375,277.2969970703125,261.7449951171875,267.8949890136719,22811900.0,-0.004563319168047861,0.0347821600282166,0.04013439363256331,-0.031562960412999226,0.04897573049024773,0.08053869090324696,-0.002368004237768924
2015-03-24,245.59500122070312,267.00299072265625,244.15499877929688,266.5769958496094,40073700.0,-0.082590521853266,0.041175851553656787,0.04268666542969274,-0.03644733344366017,0.04223732116906215,0.07868465461272231,-0.01695391757289962
2015-03-25,246.19700622558597,249.19000244140625,236.51499938964844,247.4720001220703,35866900.0,0.0024482110178941307,0.03931594883603681,0.04182054048536492,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.013426257623045442
2015-03-26,248.5319976806641,254.35400390625,244.90499877929688,246.2760009765625,25730000.0,0.009439546802021883,0.03775828162476891,0.04103005344654508,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.009268838437964444
2015-03-27,247.0290069580078,256.8110046386719,245.21299743652344,248.5659942626953,17274900.0,-0.006065833740133985,0.03591489932458151,0.04019613277736898,-0.031048106052177636,0.04223732116906215,0.07328542722123979,-0.008686473924676304
2015-03-28,252.79800415039065,254.2050018310547,246.9750061035156,246.9750061035156,16040900.0,0.02308500045707821,0.03528258835116304,0.039692687993419094,-0.031048106052177636,0.04223732116906215,0.07328542722123979,-0.002909842034078236
2015-03-29,242.71299743652344,253.13900756835935,240.8500061035156,252.7400054931641,21699400.0,-0.04071110245965539,0.035389879849706714,0.03967090282942155,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.009782798655011799
2015-03-30,247.5260009765625,249.24200439453125,239.2140045166016,242.8789978027344,23009600.0,0.01963596613450928,0.034602962302632156,0.03911456086739077,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.0044339322150808245
2015-03-31,244.2239990234375,248.72999572753903,242.73899841308597,247.45399475097656,22672000.0,-0.013429797994592731,0.03302498781826977,0.03838536496201731,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.006069544203654619
2015-04-01,247.27200317382807,247.5410003662109,241.16000366210935,244.22300720214844,22877200.0,0.012403125199170974,0.03186177512853058,0.037716294193047124,-0.031562960412999226,0.04223732116906215,0.07380028158206137,-0.0027108769913484266
2015-04-02,253.0050048828125,254.46099853515625,245.4160003662109,247.0890045166016,26272600.0,0.0229203125311117,0.031341918555677674,0.037271042087275295,-0.031562960412999226,0.04223732116906215,0.07380028158206137,0.0019493393401313756
2015-04-03,254.32200622558597,256.0429992675781,251.8789978027344,253.07400512695312,23146600.0,0.005191934481623315,0.029871743463642155,0.036531726178032464,-0.031562960412999226,0.04223732116906215,0.07380028158206137,0.0025389020987885737
2015-04-04,253.69700622558597,255.25799560546875,251.1000061035156,254.2910003662109,12493500.0,-0.0024605390743548295,0.028419784346541008,0.03579149646057765,-0.031562960412999226,0.031145797134160696,0.06270875754715992,0.001629912787442421
2015-04-05,260.5979919433594,260.67498779296875,251.94200134277344,253.7610015869141,19649200.0,0.026838293063609357,0.028273750306225434,0.03548388871985258,-0.031562960412999226,0.027160456455736077,0.058723416868735306,0.006213254685285084
2015-04-06,255.49200439453125,261.7980041503906,254.5749969482422,260.72100830078125,20034200.0,-0.019787843949012902,0.027678910533967413,0.034997088870143585,-0.031048106052177636,0.027160456455736077,0.058208562507913716,0.0014857821814697567
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400.0,-0.009090445919442811,0.026465995325654523,0.0343324416681296,-0.031048106052177636,0.027160456455736077,0.058208562507913716,-0.00043716839060340003
2015-04-08,245.02200317382807,253.8470001220703,244.21499633789065,253.06399536132807,30086400.0,-0.03275265389486312,0.026931915201263198,0.03423416750289571,-0.03127622773089384,0.02346399246349002,0.05474022019438386,-0.0063127112302364015
2015-04-09,243.67599487304688,246.1179962158203,239.3999938964844,244.75100708007807,21643500.0,-0.005508562383289327,0.025621294210075,0.03354929330971918,-0.03127622773089384,0.02346399246349002,0.05474022019438386,-0.006166502348552322
2015-04-10,236.07200622558597,243.69400024414065,232.77099609375,243.69400024414065,28882000.0,-0.031702583387589335,0.0257450609339228,0.0333909442452275,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.010809426184769435
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200.0,0.0020311955561355304,0.024631435793734013,0.03273336959432862,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.008474767681923146
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210935,12387900.0,-0.0016881656356903948,0.02346395543005431,0.032074016838017166,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.007240840035207648
2015-04-13,224.5870056152344,236.93499755859372,221.9960021972656,235.9499969482422,31181800.0,-0.05021671457956213,0.026062777244791453,0.03278609356911619,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.015054635416990408
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000.0,-0.0244657067673963,0.025181836617923843,0.03235831843153962,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.016765739300688764
2015-04-15,223.8329925537109,223.8329925537109,218.6490020751953,219.072998046875,22562000.0,0.02110272663610571,0.025851038198554836,0.03214453298822647,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.009880563669870055
2015-04-16,228.572998046875,229.6719970703125,223.91700744628903,223.91700744628903,24805400.0,0.02095542078043048,0.02610066067763618,0.03189928821389277,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.004274021038580573
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800.0,-0.025213125195807665,0.025537944688459494,0.03154888985182783,-0.03180759043831671,0.02346399246349002,0.05527158290180673,-0.008081130887550424
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007807,222.85299682617188,12939000.0,0.0021244232660850323,0.02445431211578891,0.03094192893716984,-0.03180759043831671,0.023085407428829176,0.05489299786714589,-0.006225575586011614
2015-04-19,222.6000061035156,226.35299682617188,222.3730010986328,223.45599365234372,15021500.0,-0.00339045741368914,0.02327763430821015,0.030320859339364716,-0.03180759043831671,0.023085407428829176,0.05489299786714589,-0.005710099554480734
2015-04-20,224.62600708007807,226.3509979248047,221.9770050048828,222.61199951171875,18364700.0,0.009060362216785417,0.022604882089700698,0.029826119216832127,-0.03180759043831671,0.02293678132370835,0.05474437176202507,-0.0030245610497636835
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000.0,0.046292699936540706,0.026408934622086166,0.03084150946721594,-0.03180759043831671,0.02293678132370835,0.05474437176202507,0.005942213677342299
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900.0,-0.004656580910825517,0.02516293790885382,0.03022895514233005,-0.03180759043831671,0.02293678132370835,0.05474437176202507,0.004015160115448711
2015-04-23,236.4620056152344,236.4750061035156,233.19900512695312,234.0529937744141,17036000.0,0.009714594733087079,0.024121614076543747,0.02970923897039783,-0.03180759043831671,0.02293678132370835,0.05474437176202507,0.005051420955199066
2015-04-24,231.26800537109372,236.30499267578125,229.93299865722656,235.97000122070312,21448700.0,-0.02221030781053106,0.023960229242101578,0.029404619367262956,-0.03180759043831671,0.02293678132370835,0.05474437176202507,9.474299709015707e-05
2015-04-25,226.38999938964844,232.56100463867188,226.3370056152344,231.2350006103516,13957200.0,-0.02131806137951206,0.0235614583652242,0.029063106480992938,-0.03180759043831671,0.02293678132370835,0.05474437176202507,-0.0037984941627441197
2015-04-26,219.42999267578125,226.94400024414065,214.87399291992188,226.41000366210935,28943700.0,-0.031225931376802334,0.023931018126794035,0.02902383890668511,-0.03180759043831671,0.02293678132370835,0.05474437176202507,-0.008785300929410277
2015-04-27,229.28599548339844,233.30499267578125,218.0229949951172,219.4290008544922,38574000.0,0.043936871246002325,0.02728516434948935,0.02997087006177203,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.0008005485577734735
2015-04-28,225.85499572753903,229.4949951171875,223.06900024414065,228.968994140625,21469200.0,-0.015076931389111392,0.026284920678673798,0.02948235991613625,-0.03180759043831671,0.02293678132370835,0.05474437176202507,-0.0020862659782073657
2015-04-29,225.80799865722656,227.0399932861328,223.42999267578125,225.59100341796875,18936500.0,-0.00020810680116090875,0.025012090047546863,0.0288968864766394,-0.03180759043831671,0.02293678132370835,0.05474437176202507,-0.0017447824914538777
2015-04-30,236.1450042724609,239.56300354003903,224.9929962158203,225.6929931640625,33818600.0,0.04476096650210979,0.02770064043464926,0.02981116670831058,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.006710808235008586
2015-05-01,232.07899475097656,238.96600341796875,232.07899475097656,235.93899536132807,18815300.0,-0.01736823289978197,0.026995507241831463,0.029400333258577594,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.0023328007558032614
2015-05-02,234.92999267578125,235.7270050048828,232.34100341796875,232.34100341796875,12535500.0,0.012209757927328984,0.02592798438263782,0.028936010424975005,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.0041286111506773
2015-05-03,240.3580017089844,243.2400054931641,234.0829925537109,234.8800048828125,18494100.0,0.022841919434435122,0.025492622260056278,0.02873706262236709,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.007531030838712605
2015-05-04,239.01800537109372,242.63800048828125,237.80999755859372,240.3560028076172,21223400.0,-0.005590600314613297,0.024400925797232513,0.02818621191419173,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.005145279719880562
2015-05-05,236.1210021972656,239.20399475097656,232.0540008544922,238.8520050048828,23929100.0,-0.012194490570728496,0.023633436208789157,0.02772659548923339,-0.03180759043831671,0.02346032971773133,0.05526792015604805,0.001992594212447885
