Price,Close,High,Low,Open,Volume,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,BBL_5_2.0,BBM_5_2.0,BBU_5_2.0,BBB_5_2.0,BBP_5_2.0,OBV,ATRr_14,ADX_14,DMP_14,DMN_14,STOCHk_14_3_3,STOCHd_14_3_3
2015-03-03,281.7019958496094,285.7959899902344,268.1610107421875,275.0459899902344,50461300.0,69.61672427190204,8.288092009390226,4.730649644501016,3.5574423648892104,242.22737051460203,265.13300170898435,288.03863290336665,17.278596814985725,0.8616794926980367,54485296.0,13.217467084018688,29.796474316726492,39.47458578819402,10.70053785914775,95.47989765883501,87.24022097096947
2015-03-04,273.0920104980469,284.2250061035156,268.1260070800781,281.989990234375,41383000.0,63.57413542386723,9.146833945885817,4.471513264797284,4.675320681088532,248.64555049065643,268.9858032226563,289.3260559546561,15.123662653053067,0.6009379610345402,13102296.0,13.42539193904599,31.813180991879012,36.058942948319384,9.793459041489756,89.03517626713233,90.85810150825961
2015-03-05,276.1780090332031,281.6669921875,264.7690124511719,272.739013671875,41302400.0,64.75496018770157,9.961576554823495,4.2290046989879695,5.732571855835525,259.0559928903071,273.3688049316406,287.68161697297415,10.471430377663342,0.5981359949900091,54404696.0,13.675783474017495,33.21005279126043,32.84630364611127,10.690885208989984,83.50678659107162,89.3406201723463
2015-03-06,272.7229919433594,277.6080017089844,270.0150146484375,275.6000061035156,28918900.0,62.31918870060916,10.210771519846105,3.5825597312084643,6.628211788637641,269.4376095212845,275.8730041503906,282.3083987794967,4.6654761664159645,0.2552588156144834,25485796.0,13.237478958305926,34.502305621883394,31.488720167038615,10.24901603269668,77.8954138237188,83.47912556064091
2015-03-07,276.260986328125,277.85400390625,270.13299560546875,272.29400634765625,17825900.0,63.8199920238079,10.571880841997853,3.154935242688169,7.416945599309684,269.5533509420621,275.99119873046874,282.4290465188754,4.665255861795664,0.5209532445099198,43311696.0,12.840231257761515,35.710442184280105,30.263180790005997,9.8052199895747,79.87447813973557,80.42555951817532
2015-03-08,274.35400390625,277.8580017089844,272.56500244140625,276.4330139160156,22067900.0,62.377849542245364,10.58220002265665,2.5322035386775728,8.049996483979077,271.5448959601165,274.5216003417969,277.4983047234773,2.16864857116833,0.4718486597832254,21243796.0,12.297062454654764,36.8288985439144,29.328040236658307,9.501477942445733,78.7353645419851,78.83508550181317
2015-03-09,289.60699462890625,292.70098876953125,273.8930053710937,274.81201171875,59178200.0,68.50768729261911,11.686452771445602,2.9091650299732184,8.777287741472383,265.75637725855097,277.82459716796876,289.89281707738655,8.687654032390459,0.9881580526943641,80421996.0,12.7653954760297,38.55570791485138,34.58359851092454,8.494519653035063,85.13496302434687,81.24826856868918
2015-03-10,291.760009765625,300.04400634765625,289.7430114746094,289.86199951171875,67770800.0,69.268821668209,12.590179605232777,3.050313491008314,9.539866114224463,264.8170489854882,280.9409973144531,297.064945643418,11.478529999605293,0.8354951352621467,148192796.0,12.597997947856342,40.42337863307066,36.714247057874445,7.988569253586817,86.89230729353426,83.58754495328874
2015-03-11,296.3789978027344,297.3909912109375,290.50799560546875,291.5249938964844,33963900.0,70.89408052962672,13.52321614628579,3.1866800256490606,10.33653612063673,268.1484531949356,285.6721984863281,303.19594377772063,12.268428908549305,0.8054940350469866,182156696.0,12.187313104819845,42.153206670569865,35.22421225745706,7.664355980885759,92.18096067903376,88.06941033230497
2015-03-12,294.35400390625,297.0880126953125,292.4129943847656,296.12701416015625,32585200.0,69.16703396624676,13.938578981336718,2.88163428855999,11.056944692776728,273.6656060583956,289.2908020019531,304.91599794551064,10.802414619080784,0.6620204291385063,149571496.0,11.647706577105497,43.75566339115022,34.20869161232663,7.443391160627198,90.96380357023769,90.01235718093524
2015-03-13,285.3370056152344,294.4979858398437,285.3370056152344,294.1180114746094,31421500.0,61.93212596174565,13.385856792063862,1.863129679429706,11.522727112634156,283.81497177443873,291.48740234375,299.1598329130612,5.264330813352392,0.09918850532734612,118149996.0,11.46915719189638,44.03446406497292,32.24678980631988,11.446324532783986,86.10141480293025,89.74872635073389
2015-03-14,281.885009765625,286.3420104980469,280.9760131835937,284.4419860839844,22612300.0,59.37173343770042,12.524894076943156,0.8017335714471994,11.723160505495956,278.9766226108299,289.94300537109376,300.9093881313576,7.5645092705224215,0.13260467094644418,95537696.0,11.031107473935332,43.61958966148366,31.120924386922596,13.884180703088193,76.77216064262963,84.61245967193253
2015-03-15,286.3930053710937,286.52899169921875,280.9960021972656,281.42498779296875,11970100.0,61.60413792822618,12.067228988587487,0.2752547864732229,11.791974202114265,277.7748494664346,288.8696044921875,299.96435951794035,7.681497016798757,0.3883887424578027,107507796.0,10.636620549835701,43.24802360629844,30.08553134422753,13.365983582688818,68.85000672698162,77.24119405751382
2015-03-16,290.5929870605469,294.11199951171875,285.6849975585937,285.6849975585937,21516100.0,63.610324737669096,11.906182470218653,0.09136661448350836,11.814815855735144,279.05212697286106,287.71240234375,296.37267771463894,6.020091800242874,0.6663102264900149,129023896.0,10.478132492361008,43.40346494484951,33.54085579110016,12.594956987795937,68.978976365143,71.53371457825142
2015-03-17,285.5050048828125,292.364990234375,284.3739929199219,290.5950012207031,21497200.0,59.55095555809167,11.23844451178877,-0.46109707515710063,11.699541586945871,280.36756981329495,285.9426025390625,291.51763526483,3.899406857364618,0.4607538038093102,107526696.0,10.299792281237998,43.33229405763519,31.674920648886744,12.806972952438766,66.42651459372674,68.0851658952838
