Price,Close,High,Low,Open,Volume,RSI,SMA,EMA,MACD,MACD Signal
2015-01-01,314.2489929199219,320.4349975585937,314.00299072265625,320.4349975585937,8036550.0,,,314.2489929199219,,
2015-01-02,315.0320129394531,315.8389892578125,313.56500244140625,314.0790100097656,7860650.0,,,314.2995103405368,,
2015-01-03,281.0820007324219,315.1499938964844,281.0820007324219,314.84600830078125,33054400.0,,,312.1564452045294,,
2015-01-04,264.19500732421875,287.2300109863281,257.61199951171875,281.14599609375,55629100.0,,,309.0621588896707,,
2015-01-05,274.4739990234375,278.34100341796875,265.0840148925781,265.0840148925781,43962800.0,,,306.83066470475245,,
2015-01-06,286.1889953613281,287.5530090332031,272.6960144042969,274.6109924316406,23245700.0,,,305.4989441019509,,
2015-01-07,294.3370056152344,298.7539978027344,283.0790100097656,286.0769958496094,24866800.0,,,304.7788190382918,,
2015-01-08,283.3489990234375,294.135009765625,282.17498779296875,294.135009765625,19982500.0,,,303.3962500050754,,
2015-01-09,290.4079895019531,291.114013671875,280.5329895019531,282.38299560546875,18718600.0,,,302.55829771455143,,
2015-01-10,274.7959899902344,288.12701416015625,273.96600341796875,287.3030090332031,15264300.0,,,300.76718108717614,,
2015-01-11,265.6600036621094,279.63800048828125,265.0390014648437,274.6080017089844,18200800.0,,,298.50220189846215,,
2015-01-12,267.7959899902344,272.2030029296875,265.20001220703125,266.14599609375,18880300.0,,,296.5211559688991,,
2015-01-13,225.86099243164065,268.2770080566406,219.906005859375,267.3940124511719,72843904.0,,,291.9624357406889,,
2015-01-14,178.10299682617188,223.8939971923828,171.50999450683594,223.8939971923828,97638704.0,14.831817538866716,,284.6166654881394,,
2015-01-15,209.843994140625,229.06700134277344,176.89700317382812,176.89700317382812,81773504.0,29.87270391996553,,279.79262217539656,,
2015-01-16,208.0970001220703,221.59100341796875,199.77099609375,209.07000732421875,38421000.0,29.56324451944144,,275.1670981719562,,
2015-01-17,199.25999450683597,211.7310028076172,194.875,207.83399963378903,23469700.0,27.98404145782277,,270.26986567743234,,
2015-01-18,210.3390045166016,218.69500732421875,194.5059967041016,200.0500030517578,30085100.0,32.82856442371029,,266.4033585057659,,
2015-01-19,214.86099243164065,216.72799682617188,207.3179931640625,211.4709930419922,18658300.0,34.757708250034156,,263.07804456549974,,
2015-01-20,211.31500244140625,215.24099731445312,205.1529998779297,212.9069976806641,24051100.0,33.934676698260404,,259.73849346071955,,
2015-01-21,226.89700317382807,227.7879943847656,211.2120056152344,211.3780059814453,29924600.0,40.591738560218566,,257.6196876357588,,
2015-01-22,233.406005859375,237.0189971923828,226.4340057373047,227.32200622558597,33544600.0,43.167931609603905,,256.0575146179276,,
2015-01-23,232.8789978027344,234.84500122070312,225.1959991455078,233.5169982910156,24621700.0,43.00532384831361,,254.56212643630224,,
2015-01-24,247.8470001220703,248.2100067138672,230.02200317382807,232.6999969482422,24782500.0,48.89358080984222,,254.12889248054537,,
2015-01-25,253.71800231933597,255.07400512695312,243.88999938964844,247.3520050048828,33582700.0,51.03060900147379,,254.10238343788672,,
2015-01-26,273.4729919433594,309.3840026855469,254.07899475097656,254.07899475097656,106794000.0,57.474310436528945,,255.35210011565914,-10.343014849794884,
2015-01-27,263.4750061035156,275.4800109863281,250.6529998779297,273.1669921875,44399000.0,53.62817875276514,,255.8761585664886,-7.812865400443627,
2015-01-28,233.9149932861328,266.5350036621094,227.04600524902344,263.3510131835937,44352200.0,44.2085562902158,,254.45930919356243,-8.099582775695353,
2015-01-29,233.51300048828125,238.70599365234372,220.7120056152344,233.34800720214844,32213400.0,44.09512591385668,,253.10793443838304,-8.26398375983004,
2015-01-30,226.4250030517578,242.8509979248047,225.8390045166016,232.77200317382807,26605200.0,42.04658909429742,249.82649892171224,251.38645499408466,-8.864035793506332,
2015-01-31,217.4640045166016,233.5039978027344,216.3090057373047,226.4409942626953,23348200.0,39.54529073729993,246.60033264160157,249.197909801989,-9.947984867783617,
2015-02-01,226.9720001220703,231.57400512695312,212.01499938964844,216.86700439453125,29128500.0,43.39316481484986,243.66499888102214,247.76398014522005,-9.925392785168242,
2015-02-02,238.22900390625,242.1750030517578,222.65899658203125,226.49099731445312,30612100.0,47.64220271375622,242.23656565348307,247.14882038786715,-8.89658794238494,
2015-02-03,227.26800537109372,245.95700073242188,224.4830017089844,237.45399475097656,40783700.0,44.165876118234955,241.00566558837892,245.86618716097854,-8.86354029409273,-9.24063298214894
2015-02-04,226.85299682617188,230.05799865722656,221.11300659179688,227.5110015869141,26594300.0,44.03486233620784,239.41829884847004,244.6395297200233,-8.769745350506042,-9.14645545582036
2015-02-05,217.11099243164065,239.40499877929688,214.7250061035156,227.6649932861328,22516400.0,40.9630256225355,237.1156987508138,242.86349505625668,-9.373459117339422,-9.191856188124174
2015-02-06,222.26600646972656,230.50999450683597,216.23199462890625,216.92300415039065,24435300.0,43.220182229690074,234.7133321126302,241.53462482486768,-9.328407995810693,-9.219166549661479
2015-02-07,227.7539978027344,230.2989959716797,222.60699462890625,222.63299560546875,21604200.0,45.60452464662434,232.86016540527345,240.64555211376234,-8.74901640684243,-9.12513652109767
2015-02-08,223.41200256347656,229.43800354003903,221.07699584960935,227.6929931640625,17145200.0,44.02917910438969,230.62696584065756,239.5337102072923,-8.541743227656013,-9.008457862409339
2015-02-09,220.1100006103516,223.9770050048828,217.0189971923828,223.38900756835935,27791300.0,42.81784114196811,228.8040995279948,238.28056765265097,-8.545415471247509,-8.915849384176973
2015-02-10,219.8390045166016,221.8070068359375,215.33200073242188,220.2819976806641,21115100.0,42.71397711937334,227.2767328898112,237.0907893858091,-8.47252685508704,-8.827184878358986
2015-02-11,219.18499755859372,223.406005859375,218.07400512695312,219.73199462890625,17201900.0,42.44637778521711,225.65636647542317,235.93557700985974,-8.37103887206635,-8.73595567710046
2015-02-12,221.76400756835935,222.19900512695312,217.61399841308597,219.2079925537109,15206200.0,43.93793343944359,225.5198003133138,235.0212822071823,-7.990396048441312,-8.58684375136863
2015-02-13,235.427001953125,240.25900268554688,221.26199340820312,221.968994140625,42744400.0,51.15939902230763,227.43060048421225,235.0474576746625,-6.511187491563561,-8.171712499407617
2015-02-14,257.3210144042969,259.8080139160156,235.5279998779297,235.5279998779297,49732500.0,60.0417320482742,229.01316782633464,236.48446133463892,-3.531530933898466,-7.2436761863057875
2015-02-15,234.8249969482422,265.6109924316406,227.6840057373047,257.5069885253906,56552400.0,49.98319096161851,229.9041010538737,236.3773991161617,-2.9513509101834643,-6.385211131081323
2015-02-16,233.84300231933597,239.52099609375,229.02200317382807,234.8249969482422,28153700.0,49.59263156440913,231.05686798095704,236.21388964539878,-2.541496036813129,-5.616468112227684
2015-02-17,243.6100006103516,245.7749938964844,232.31399536132807,233.4219970703125,27363100.0,53.48565241728962,232.16590118408203,236.6910580947506,-1.412287984184843,-4.775632086619116
2015-02-18,236.3260040283203,244.25100708007807,232.33999633789065,243.77999877929688,25200800.0,50.36182204041605,232.88140157063802,236.66750621949703,-1.0925459268838722,-4.039014854672068
